date,date_posted,headline,text
2017-10-13,1096 days ,"toyota, panasonic setting up ev battery jv amid rising china competition: source","toyota motor corp  and panasonic corp  are set to launch a joint venture next year to produce batteries for electric vehicles (ev) in an effort to compete with chinese rivals, a source familiar with the matter said."
2018-10-13,731 days ,"berkshire's lithium venture may supply u.s. automakers, including tesla -ft","warren buffett's berkshire hathaway inc has signed an agreement to allow extraction of lithium from its geothermal wells in california, a project that could offer u.s. carmakers and battery producers a secure supply of the metal, the financial times reported on sunday."
2018-10-13,731 days ,breakingviews - musk’s rare dose of realism could serve tesla well,elon musk is adding to the gloom that has enveloped much of the automotive sector in recent months. tesla's chief executive on friday effectively issued the firm’s first profit warning. in an email to employees he wrote that he would be reducing staff by 7 percent.
2018-10-13,731 days ,tesla cuts jobs as it looks to make model 3 more affordable,"tesla inc said on friday it would cut thousands of jobs to rein in costs as it plans to increase production of lower-priced versions of its crucial model 3 sedan, sending its shares down as much as 10 percent."
2018-10-13,731 days ,tesla to cut workforce by 7 percent,"tesla inc on friday said it will cut its full-time workforce by about 7 percent, while it ramps up production of its model 3 sedan."
2018-10-13,731 days ,musk tweets tesla to end customer referral plan because of costs,"tesla inc's  customer referral incentive plan will end on feb. 1, the electric carmaker's chief executive officer elon musk tweeted on thursday, citing costs."
2018-10-13,731 days ,"gm bucks gloomy earnings forecast trend, shares jump","general motors co  executives on friday bucked gloomy forecasts for growth and sent the automaker's shares soaring, promising investors stronger 2019 earnings and outlining ambitious plans for its cadillac brand to challenge tesla inc  in the growing electric..."
2018-10-13,731 days ,exclusive: gm's cadillac will introduce ev in fight against tesla - sources,"cadillac is expected to become general motors co's  lead electric vehicle brand as the largest u.s. automaker gears up to introduce a new model under that luxury marquee to challenge tesla inc , two people briefed on the matter said thursday."
2018-10-13,731 days ,former class action plaintiff proceeds alone with tesla lawsuit,one man is pressing on alone with a lawsuit alleging tesla inc failed to warn about unintended acceleration defects in its vehicles after five of his former co-plaintiffs voluntarily dismissed similar claims.
2018-10-13,731 days ,tesla sued for passenger death due to defective battery,chicago law firm corboy & demetrio said on tuesday it filed a lawsuit against electric carmaker tesla inc alleging that its 2014 model s sedan had a defective battery pack that caused the death of an 18-year old passenger in an accident last year.
2018-10-13,731 days ,mercedes claims luxury car crown as analysts eye challenger tesla,"mercedes-benz sold 2.31 million passenger cars last year, likely enough to make it the top-selling premium automotive brand in 2018, although some analysts are questioning how much longer german manufacturers can dominate the luxury car industry."
2018-10-13,731 days ,tesla ceo musk breaks ground at shanghai gigafactory to launch china push,"tesla inc  broke ground on monday for its shanghai gigafactory where it plans to begin making its model 3 electric vehicles (ev) by year-end, a first step in localizing production in the world's largest auto market."
2017-10-13,1096 days ,"musk tweets ""looking forward to breaking ground"" on shanghai gigafactory","elon musk, tesla inc's chief executive, said in a tweet  that he is looking forward to breaking ground on the new tesla shanghai gigafactory on monday."
2017-10-13,1096 days ,tesla urges tariff exemption for chinese-made car computer 'brain',"tesla inc has asked the trump administration to exempt the chinese-made car computer ""brain"" of its new model 3 sedan from 25 percent tariffs imposed in august, saying they threaten the electric carmaker's bottom line."
2018-10-13,731 days ,tesla to start delivering model 3 to china buyers in march,"tesla inc said on friday it plans to start delivering model 3 cars to customers in china in march, cementing a time frame that the u.s. electric vehicle (ev) maker's chief executive, elon musk, tweeted about late last year."
2018-10-13,731 days ,tesla to start delivering model 3 to china buyers in march,"tesla inc said on friday it plans to start delivering model 3 cars to customers in china in march, cementing a time frame that the u.s. electric vehicle maker's chief executive, elon musk, tweeted about late last year."
2018-10-13,731 days ,"tesla cuts u.s. prices on all vehicles, shares drop","tesla inc  on wednesday cut u.s. prices for all its vehicles to offset lower green tax credits, and fell short on quarterly deliveries of its mass-market model 3 sedan, sending shares of the electric vehicle maker down nearly 7 percent on worries of future profitability..."
2018-10-13,731 days ,"gm sold 200,000 electric vehicles in u.s. by 2018, triggering tax-credit phaseout: source","general motors co  hit 200,000 total electric vehicles sold in the united states by the end of 2018, reaching a threshold that triggers a phase-out of a $7,500 federal tax credit over the next 15 months, a person briefed on the matter said wednesday."
